vilcode11,village,taluk,parcels,farmers,extent_ha,irrigated_pct,village_area_ha,lat,lon
617162,Byadarahalli,Channarayapatna,463,157,171.3,2,246,12.9958,76.3563
617343,Byadarahalli,Channarayapatna,236,89,102.8,3,138,12.9662,76.6063
617161,Byadarahalli Kaval,Channarayapatna,225,125,129.1,10,276,13.0102,76.3538
617198,Byaladakere,Channarayapatna,154,82,81.5,1,334,12.9754,76.3863
617418,Chalya,Channarayapatna,778,389,372.2,0,788,12.8738,76.5367
617220,Chamadihalli,Channarayapatna,136,92,57.9,0,118,12.8979,76.4244
617193,Chanarayapatna,Channarayapatna,251,123,112.9,1,221,12.8897,76.3876
617210,Chanarayapatna,Channarayapatna,106,84,51.0,4,55,12.8928,76.3949
617424,Chanarayapatna,Channarayapatna,214,86,119.2,0,173,12.9007,76.3759
803178,Chanarayapatna,Channarayapatna,903,522,404.0,1,534,12.9065,76.3831
617208,Chanarayapatna,Channarayapatna,100,64,33.4,2,77,12.8916,76.4024
938894,Chanarayapatna,Channarayapatna,190,118,131.4,29,158,12.9147,76.3872
617281,Channagonahalli,Channarayapatna,129,62,86.0,6,128,13.0727,76.5001
617350,Channahalli,Channarayapatna,178,107,46.7,2,178,12.908,76.5355
617180,Channenahalli,Channarayapatna,79,62,66.8,5,216,13.1113,76.4638
617147,Chattanahalli,Channarayapatna,26,21,13.4,8,118,13.1259,76.4368
617201,Chaudenahalli,Channarayapatna,882,374,303.2,2,729,12.9881,76.4004
617169,Chaudenahalli,Channarayapatna,353,188,173.9,3,198,13.0113,76.4059
617248,Chaudenahalli,Channarayapatna,300,125,111.0,0,280,12.9916,76.4266
617054,Chaulagala,Channarayapatna,772,393,332.3,6,511,13.0583,76.313
617150,Chavenahalli,Channarayapatna,198,125,76.5,30,144,13.0991,76.4323
617119,Chikka Arasanahalli,Channarayapatna,258,173,71.8,34,154,13.1213,76.3855
617363,Chikka Belati,Channarayapatna,397,147,155.7,0,260,12.8349,76.4288
617183,Chikka Ganni,Channarayapatna,356,191,176.2,0,121,12.8444,76.345
617051,Chikka Karade,Channarayapatna,560,210,202.9,0,370,13.0156,76.2921
617295,Chikkanahalli,Channarayapatna,428,169,157.5,6,281,12.9453,76.5393
617194,Chikkenahalli,Channarayapatna,39,28,20.3,0,39,12.9194,76.3948
617174,Chikkonahalli,Channarayapatna,195,94,128.2,0,294,13.0735,76.4564
617205,Chikkondanahalli,Channarayapatna,173,89,68.6,1,193,12.9288,76.4075
617197,Chiknayakanhalli,Channarayapatna,142,73,65.3,0,133,12.9667,76.3871
617104,Chittana,Channarayapatna,86,52,50.3,27,133,12.8554,76.3068
617149,Chokanahalli,Channarayapatna,162,98,79.7,1,107,13.1059,76.4273
617353,Cholamballi,Channarayapatna,256,83,89.4,4,217,12.9009,76.5869
617188,Cholenahalli,Channarayapatna,1377,533,454.2,0,533,12.8566,76.3902
617369,Cholenahalli,Channarayapatna,441,124,118.4,0,308,12.8732,76.4545
617106,Cholenahalli,Channarayapatna,218,99,77.7,1,124,12.8343,76.3145
617074,Choudenahalli,Channarayapatna,116,97,105.3,9,141,12.9578,76.3401
617044,D Samudravalli,Channarayapatna,203,106,187.1,15,270,12.9432,76.3095
617421,Dadighatta,Channarayapatna,1126,509,420.3,11,894,12.8665,76.5661
617393,Dammaningala,Channarayapatna,699,334,406.9,10,570,12.7998,76.4828
617047,Dandiganahalli,Channarayapatna,361,164,150.7,2,309,12.9693,76.2853
617163,Darasighatta,Channarayapatna,271,151,112.0,0,193,12.9732,76.3475
617131,Darasihalli,Channarayapatna,190,116,70.0,0,102,13.0636,76.3815
617120,Dasapura,Channarayapatna,473,221,173.8,1,148,13.1083,76.3873
617200,Dasapura,Channarayapatna,3,3,2.9,0,251,13.0082,76.4234
617270,Dasapura,Channarayapatna,305,138,110.0,1,203,13.0235,76.4903
617304,Dasarahalli,Channarayapatna,304,126,148.1,12,224,13.0692,76.5278
617416,Dasarahalli,Channarayapatna,148,84,58.1,5,96,12.888,76.5485
617167,Devarahalli,Channarayapatna,473,205,119.8,1,139,13.0072,76.3986
617227,Devigere,Channarayapatna,768,242,272.1,0,549,12.9694,76.4324
617316,Didaga,Channarayapatna,508,302,251.8,1,405,13.0468,76.5852
617314,Didaga,Channarayapatna,244,105,113.5,0,242,13.0384,76.5758
617224,Dindagur,Channarayapatna,1029,453,432.7,1,707,12.9284,76.4265
617391,Dinka,Channarayapatna,445,204,199.2,5,273,12.7825,76.4665
617077,Dodda,Channarayapatna,872,352,294.7,0,487,12.9498,76.3682
617186,Dodda Ganni,Channarayapatna,1010,452,412.1,0,378,12.8422,76.3639
617052,Doddakarade,Channarayapatna,186,96,86.5,3,658,13.0202,76.3029
617292,Dodderi,Channarayapatna,584,244,249.5,0,320,12.9533,76.5127
617296,Dodderi Kaval,Channarayapatna,1726,745,731.5,0,806,12.9489,76.5269
617187,Doddihalli,Channarayapatna,286,184,238.0,0,178,12.8398,76.3812
617168,Doddihalli,Channarayapatna,91,51,51.8,11,75,13.0058,76.4071
617280,Duggenahalli,Channarayapatna,137,75,56.0,32,49,13.0783,76.495
617303,Duggenehalli,Channarayapatna,627,295,304.4,11,200,13.0606,76.5258
617050,Duthanurkaval,Channarayapatna,235,103,76.3,3,950,12.9898,76.295
617275,Dyavalapura,Channarayapatna,484,273,222.9,4,189,13.0582,76.4823
617156,Dyavanur,Channarayapatna,624,313,227.9,49,381,13.0359,76.3976
617211,Gadde Bindenahalli,Channarayapatna,649,202,168.6,0,226,12.886,76.3976
617080,Gajjagaranahalli,Channarayapatna,148,80,66.1,16,128,12.9332,76.3366
617282,Ganjigere,Channarayapatna,695,218,236.1,0,253,13.0616,76.4945
617236,Gaudagere,Channarayapatna,319,164,185.5,13,494,12.9189,76.4735
617237,Gaudagere Kaval,Channarayapatna,354,150,150.9,14,388,12.9349,76.4784
617340,Gaudanahalli,Channarayapatna,175,113,111.8,3,165,12.9906,76.6086
617291,Ghinnenahalli,Channarayapatna,286,126,87.2,0,180,12.9682,76.5049
617117,Gobbalihalli,Channarayapatna,337,187,177.0,15,221,13.1387,76.4047
617130,Govinakere,Channarayapatna,206,106,70.4,0,107,13.0564,76.3857
617155,Govinakere,Channarayapatna,238,122,121.4,8,308,13.0489,76.391
617196,Gulasinda,Channarayapatna,537,218,251.7,0,426,12.9464,76.3897
617293,Gulihonnena,Channarayapatna,233,101,137.9,0,264,12.9267,76.5018
617184,Gullahalli,Channarayapatna,425,215,165.4,6,403,12.8645,76.364
617404,Gullenahalli,Channarayapatna,238,130,102.0,25,128,12.9127,76.5059
617207,Gundashettihalli,Channarayapatna,185,98,87.4,3,108,12.9095,76.4075
617209,Guranahalli,Channarayapatna,390,213,150.4,4,358,12.9029,76.3993
617388,Gurikaranahalli,Channarayapatna,6,5,4.0,0,225,12.8181,76.4557
617062,Gyarahalli,Channarayapatna,454,263,207.1,91,417,13.0077,76.3342
617090,Hadenahalli,Channarayapatna,381,111,111.3,1,223,12.8937,76.3278
617368,Hadenahalli,Channarayapatna,350,121,132.7,16,277,12.8777,76.4427
617384,Halmatighatta,Channarayapatna,181,137,148.5,1,150,12.8459,76.464
617289,Hanumanthapura,Channarayapatna,507,200,250.7,1,422,12.9893,76.5142
617081,Haralabargur,Channarayapatna,101,72,61.0,0,81,12.9478,76.3398
617093,Harinakki,Channarayapatna,339,197,195.5,2,302,12.8771,76.3398
617088,Harinakki,Channarayapatna,203,95,56.0,3,67,12.893,76.3463
617241,Haru Somanahalli,Channarayapatna,488,271,239.6,6,243,12.9516,76.4599
617265,Hebbalalu,Channarayapatna,408,159,158.8,0,376,12.9818,76.5006
617252,Heggadigere,Channarayapatna,385,152,138.8,0,256,13.0227,76.4217
617331,Heggadihalli,Channarayapatna,417,161,148.7,0,141,12.9388,76.5499
617334,Hiresave,Channarayapatna,3402,1422,1359.1,3,878,12.9511,76.5825
617068,Hirihalli,Channarayapatna,439,180,161.4,2,250,12.9726,76.3065
617125,Hongehalli,Channarayapatna,442,231,167.4,0,347,13.0682,76.3739
617258,Honnamaranahalli,Channarayapatna,325,180,158.2,3,342,13.0089,76.4636
617341,Honnamarnahalli,Channarayapatna,334,152,108.5,0,98,12.9758,76.6046
617098,Honnasettihalli,Channarayapatna,447,154,124.4,0,231,12.8667,76.3372
617338,Honnashettihalli,Channarayapatna,684,231,257.8,13,346,12.9976,76.5922
617330,Honnenahalli,Channarayapatna,491,212,184.6,0,331,12.949,76.557
617170,Honnenahalli,Channarayapatna,170,104,84.6,0,254,13.0228,76.4057
617377,Honnenahalli,Channarayapatna,74,65,50.0,12,135,12.8835,76.4861
617122,Honnenahalli,Channarayapatna,27,21,8.3,0,81,13.0955,76.3691
617123,Honnenahalli,Channarayapatna,41,31,20.0,0,60,13.0922,76.378
617392,Honnenahalli,Channarayapatna,358,128,143.3,38,205,12.7896,76.4735
617146,Honnenakoppalu,Channarayapatna,299,162,121.7,7,68,13.1338,76.4438
617278,Hosahalli,Channarayapatna,307,129,95.6,14,199,13.0804,76.476
617325,Hosahalli,Channarayapatna,362,188,180.2,0,315,13.0201,76.5779
617390,Hosahalli,Channarayapatna,209,116,89.7,0,215,12.8128,76.4577
617400,Hosahalli,Channarayapatna,284,174,100.0,0,120,12.8604,76.5021
617283,Hosur,Channarayapatna,464,166,95.0,0,122,13.0529,76.4916
617233,Hosuru,Channarayapatna,213,78,110.0,3,154,12.9055,76.4626
617078,Hosuru,Channarayapatna,314,172,137.9,4,255,12.9233,76.3636
617411,Hosuru,Channarayapatna,234,86,105.2,2,99,12.8955,76.5576
617320,Hugena,Channarayapatna,240,71,85.4,0,53,13.0594,76.6169
617409,Huligere,Channarayapatna,379,153,195.1,4,346,12.9096,76.5256
617260,Hulikere,Channarayapatna,169,105,111.3,0,253,12.9787,76.4756
617324,Hullahalli,Channarayapatna,418,201,110.1,0,370,13.0307,76.5871
617273,Hullenahalli,Channarayapatna,211,125,92.6,9,211,13.0438,76.4682
617139,Hullenahalli,Channarayapatna,146,91,98.1,1,148,13.1207,76.4087
617271,Huvinahalli,Channarayapatna,266,139,115.0,0,264,13.0397,76.4873
617071,Jakkanahalli,Channarayapatna,436,239,302.6,1,159,12.9997,76.3427
617245,Jambur,Channarayapatna,611,273,220.6,0,593,12.9887,76.4599
617259,Jamburu Kere,Channarayapatna,298,167,137.9,0,170,12.9892,76.467
617214,Janivara,Channarayapatna,136,73,58.9,4,156,12.8811,76.4198
617219,Janivara,Channarayapatna,334,161,119.7,0,245,12.891,76.4161
617216,Jattenahalli,Channarayapatna,189,87,88.9,38,189,12.8647,76.4309
617382,Jinnathapura,Channarayapatna,293,94,78.7,1,148,12.8668,76.4898
617327,Jinnenahalli,Channarayapatna,676,320,203.6,99,682,12.9847,76.5776
617230,Jogipura,Channarayapatna,183,121,67.6,43,180,12.9072,76.4369
617112,Joyisarahalli,Channarayapatna,6,3,1.4,0,84,13.0873,76.3482
617414,Juttana,Channarayapatna,441,185,179.3,0,296,12.8833,76.5677
617305,Kabbali,Channarayapatna,979,364,351.7,0,488,13.0563,76.5428
617385,Kabbalu,Channarayapatna,414,186,134.7,13,294,12.842,76.4762
617103,Kachenahalli,Channarayapatna,373,140,100.4,11,130,12.8564,76.32
617102,Kachenahalli,Channarayapatna,510,147,167.5,0,173,12.8627,76.3255
617192,Kaggallikava,Channarayapatna,63,34,24.7,2,134,12.8802,76.3679
617095,Kaggallikava,Channarayapatna,5,5,2.0,60,79,12.8809,76.3559
617262,Kaggere,Channarayapatna,444,199,158.4,1,386,12.9505,76.4822
617136,Kakkehalli,Channarayapatna,519,227,214.2,29,477,13.0997,76.4053
617128,Kalanahalli,Channarayapatna,317,162,115.1,0,239,13.0407,76.3586
617203,Kalasinda,Channarayapatna,829,342,412.5,3,610,12.9594,76.3978
617247,Kalkere,Channarayapatna,536,236,201.8,6,491,12.9778,76.4199
617089,Kallenahalli,Channarayapatna,182,65,45.4,0,79,12.8966,76.3408
617153,Kallumallenahalli,Channarayapatna,228,125,111.3,0,243,13.0626,76.3973
617172,Kallusomanahalli,Channarayapatna,191,107,63.7,4,208,13.0562,76.4144
617135,Kalmaranahalli,Channarayapatna,20,17,9.2,5,87,13.0986,76.3909
617134,Kamanahalli,Channarayapatna,360,197,186.1,2,220,13.0823,76.3854
617173,Kamanayakanahalli,Channarayapatna,361,198,113.7,0,405,13.067,76.4333
617352,Kambaravalli,Channarayapatna,360,120,105.7,1,205,12.8812,76.5845
617366,Kantarajapura,Channarayapatna,379,156,142.1,30,320,12.8451,76.4538
617398,Kantiraya,Channarayapatna,185,96,80.9,28,138,12.841,76.496
617301,Kanuvanaghatta,Channarayapatna,334,142,90.9,0,171,13.0459,76.5702
617179,Karehalli,Channarayapatna,1332,659,481.5,1,493,13.1295,76.4558
617266,Karekere,Channarayapatna,69,57,34.8,1,59,12.9885,76.4834
617322,Karikyatanahalli,Channarayapatna,301,136,119.6,1,188,13.0412,76.596
617204,Karimaranahalli,Channarayapatna,335,154,135.7,0,352,12.9446,76.4069
617408,Kasaranadhalli,Channarayapatna,168,65,64.1,0,192,12.9127,76.5479
617154,Kashipura,Channarayapatna,8,6,2.7,12,70,13.0586,76.4026
617358,Kattanahalli,Channarayapatna,282,104,107.1,2,360,12.9373,76.5965
617082,Kattarighatta,Channarayapatna,874,285,269.5,53,436,12.9408,76.3236
617297,Kavalu Hosuru,Channarayapatna,119,76,57.1,50,121,12.9665,76.5259
617317,Kelagalakamanaghatta,Channarayapatna,570,205,182.7,5,458,13.0658,76.576
617138,Kembal,Channarayapatna,904,470,339.7,2,222,13.1161,76.3911
617403,Kempinakote,Channarayapatna,303,143,122.7,2,124,12.9026,76.5147
617359,Kirisave,Channarayapatna,757,243,264.6,10,332,12.9506,76.6101
617337,Kobbinakere,Channarayapatna,367,199,152.0,1,234,12.9845,76.5964
617372,Kodi Belgola,Channarayapatna,289,102,71.0,0,186,12.9104,76.4866
617142,Kodihalli,Channarayapatna,683,209,243.1,20,453,13.1604,76.4335
617419,Korenahalli,Channarayapatna,842,308,238.4,2,290,12.8544,76.5332
617395,Kottanaghatta,Channarayapatna,682,200,198.2,1,339,12.8316,76.4833
617129,Krishnapura,Channarayapatna,119,61,117.1,0,176,13.0375,76.3724
617345,Kullenahalli,Channarayapatna,217,73,79.5,0,110,12.9382,76.5829
617158,Kumbarahalli,Channarayapatna,583,292,220.8,40,426,13.029,76.3652
617420,Kumbhenahalli,Channarayapatna,806,304,265.6,1,440,12.8559,76.5427
617061,Kundur,Channarayapatna,566,264,228.5,9,498,13.0255,76.329
617157,Kuradahalli,Channarayapatna,928,280,293.9,2,224,13.0281,76.378
617111,Kuri Kaval,Channarayapatna,457,209,178.9,0,445,13.0852,76.3247
617231,Kurubarakalenahalli,Channarayapatna,216,92,107.6,2,217,12.8903,76.4355
617221,Kurubarakalenahalli,Channarayapatna,31,25,16.6,0,19,12.8968,76.431
617199,Kuruvanka,Channarayapatna,239,147,129.7,0,341,12.988,76.3847
617254,Lakkarasanahalli,Channarayapatna,47,35,22.2,0,183,13.0353,76.4303
617121,Lakkihalli,Channarayapatna,255,114,110.7,21,133,13.1106,76.3801
617164,Madaba,Channarayapatna,422,163,232.3,3,351,12.9777,76.363
617311,Madalagere,Channarayapatna,527,229,233.7,7,335,13.0034,76.5443
617310,Madalagere Kaval,Channarayapatna,375,164,247.3,1,724,13.0221,76.5474
617064,Madalapura,Channarayapatna,115,71,61.2,9,125,13.0073,76.3112
617412,Madanevu,Channarayapatna,516,206,146.5,3,167,12.8987,76.5719
617246,Madihalli,Channarayapatna,276,118,141.7,7,212,12.9899,76.4468
617294,Madihalli,Channarayapatna,363,156,166.0,5,285,12.9267,76.5199
617394,Majanahalli,Channarayapatna,170,95,102.8,51,303,12.8135,76.4886
617336,Makanahalli,Channarayapatna,55,43,49.4,0,111,12.9751,76.587
617234,Malavanaghatta,Channarayapatna,234,107,83.1,1,260,12.91,76.4539
617159,Mallanahalli,Channarayapatna,536,202,186.1,3,299,13.0348,76.3372
617415,Mallena,Channarayapatna,190,104,103.3,45,141,12.884,76.5543
617086,Mallenahalli,Channarayapatna,314,137,177.0,3,189,12.915,76.357
617190,Mallenahalli,Channarayapatna,210,99,94.6,0,130,12.8706,76.3825
617370,Manchenahalli,Channarayapatna,75,52,40.2,0,142,12.893,76.4622
617097,Manchigana,Channarayapatna,2,2,1.2,0,120,12.8638,76.3546
617306,Mandlikanahalli,Channarayapatna,153,87,83.5,58,155,13.0719,76.5537
617298,Maradihalli,Channarayapatna,183,115,101.6,3,338,12.9867,76.5436
617132,Maradur,Channarayapatna,482,216,205.7,1,235,13.0688,76.3889
617113,Marigondanahalli,Channarayapatna,347,150,172.1,10,279,13.0882,76.3606
617406,Marishettihalli,Channarayapatna,196,139,167.4,1,124,12.9167,76.5126
617165,Maruvanahalli,Channarayapatna,266,135,120.8,8,219,12.9979,76.3791
617302,Masakonahalli,Channarayapatna,581,239,309.7,0,402,13.0505,76.5181
617405,Mattanavile,Channarayapatna,384,131,154.0,4,251,12.9282,76.5103
617348,Mattighatta,Channarayapatna,390,171,196.9,2,425,12.9103,76.5612
617076,Mattighatta,Channarayapatna,546,212,130.1,0,193,12.9644,76.3687
617287,Mavinahalli,Channarayapatna,198,116,78.1,13,154,13.0178,76.5114
617250,Mavinahalli,Channarayapatna,176,83,73.3,11,162,13.015,76.4461
617323,Mellahalli,Channarayapatna,310,130,142.6,18,299,13.032,76.603
617335,Metikere,Channarayapatna,227,119,184.0,13,249,12.9676,76.5899
617160,Mudanahalli,Channarayapatna,82,57,45.2,50,119,13.0277,76.3408
617152,Mudanahalli Kaval,Channarayapatna,204,120,124.6,2,422,13.0735,76.4209
617267,Muddanahalli,Channarayapatna,306,105,98.6,3,123,12.9939,76.4839
617066,Muddanahalli,Channarayapatna,2,2,1.7,0,123,12.9734,76.298
617339,Muddibettanakaval,Channarayapatna,8,8,2.8,0,368,13.0013,76.6025
617307,Mukikere,Channarayapatna,635,337,254.2,0,372,13.0507,76.5562
617285,Mullikere,Channarayapatna,558,173,291.3,0,271,13.0371,76.5034
617049,Murarnahalli,Channarayapatna,400,127,117.7,0,187,12.9845,76.28
617263,Muthagada,Channarayapatna,454,228,295.4,4,478,12.9539,76.4956
617094,N Bindenahalli,Channarayapatna,298,177,216.0,56,217,12.8854,76.3487
617354,N.A,Channarayapatna,226,125,88.5,2,114,12.9068,76.5807
617223,N.A.,Channarayapatna,252,144,118.3,2,121,12.9158,76.4236
617326,Naganahalli,Channarayapatna,197,103,111.4,4,165,13.0062,76.5797
617423,Nagasamudra,Channarayapatna,403,216,137.9,0,164,12.9129,76.369
617182,Nagenahalli,Channarayapatna,50,26,28.9,0,131,13.0948,76.4668
617185,Nallur,Channarayapatna,515,247,267.2,1,369,12.8512,76.3684
617229,Nandipura,Channarayapatna,3,2,1.4,0,110,12.9225,76.4309
617110,Narayanapura,Channarayapatna,1,1,0.3,0,103,13.0736,76.3455
617091,Narayanapura,Channarayapatna,147,96,102.0,0,273,12.9028,76.3154
617274,Narenahalli,Channarayapatna,386,162,138.5,4,143,13.0569,76.4608
617176,Navile,Channarayapatna,1578,657,433.5,3,951,13.1019,76.4423
617284,Neralakere,Channarayapatna,335,104,90.2,0,166,13.0515,76.5
617242,Nettakere,Channarayapatna,329,128,99.3,0,160,12.9573,76.4521
617087,Nimbahalli,Channarayapatna,213,103,97.4,0,231,12.8997,76.3545
617312,Nimbehalli,Channarayapatna,223,91,103.3,40,187,13.002,76.5561
617269,Nuggihalli,Channarayapatna,1223,748,823.9,6,663,13.0101,76.4797
617171,Obalapura,Channarayapatna,576,249,207.5,0,465,13.0426,76.4083
617092,Paduvanahalli,Channarayapatna,384,174,156.5,0,208,12.8839,76.3278
617144,Papanaghatta,Channarayapatna,377,253,200.4,7,220,13.1439,76.4545
617378,Parama,Channarayapatna,226,138,144.7,0,311,12.8842,76.5006
617100,Potanahalli,Channarayapatna,97,50,42.2,3,94,12.869,76.3191
617101,Potanahalli,Channarayapatna,99,51,46.7,0,148,12.8683,76.3082
617410,Pumadihalli,Channarayapatna,42,34,32.3,7,183,12.8942,76.552
617313,Pura,Channarayapatna,281,165,113.9,6,305,13.0229,76.5694
617215,Pyalasamudra,Channarayapatna,159,62,54.8,1,74,12.8615,76.4206
617365,Pyalasamudra,Channarayapatna,802,177,186.3,1,341,12.8506,76.435
617371,Ragi Bommanahalli,Channarayapatna,234,103,90.6,0,253,12.9006,76.4765
617407,Rajapura,Channarayapatna,193,105,134.8,1,228,12.931,76.5313
617276,Rampura,Channarayapatna,281,133,112.3,22,106,13.0653,76.4585
617255,Rangapura,Channarayapatna,192,82,115.3,24,194,13.0546,76.4275
617256,Rayasamudra Kaval,Channarayapatna,15,15,13.2,20,1154,13.0551,76.4401
617177,Richihalli,Channarayapatna,155,86,65.0,5,122,13.1139,76.4494
617357,Sabbanahalli,Channarayapatna,566,249,183.8,5,215,12.9281,76.5786
617346,Sabbanahalli,Channarayapatna,107,68,39.3,6,97,12.9346,76.5707
617083,Sagatavalli,Channarayapatna,912,304,381.3,3,674,12.9167,76.324
617039,Sajjekoppal,Channarayapatna,57,34,31.0,4,61,12.9008,76.2955
617038,Samudravalli,Channarayapatna,238,77,92.4,18,205,12.9036,76.2894
617268,Samudravalli,Channarayapatna,371,148,162.2,3,218,13.0009,76.4936
617399,Sanenahalli,Channarayapatna,814,341,317.2,0,403,12.8561,76.5108
617041,Sannenahalli,Channarayapatna,178,102,109.0,37,197,12.913,76.2991
617277,Santesivara,Channarayapatna,833,394,308.1,66,459,13.0718,76.482
617225,Satenahalli,Channarayapatna,349,164,136.3,0,211,12.949,76.4328
617373,Satyammana,Channarayapatna,360,109,146.8,4,137,12.914,76.4956
617042,Settigondanahalli,Channarayapatna,196,119,83.1,18,187,12.9206,76.3066
617222,Shettihalli,Channarayapatna,694,283,283.5,0,265,12.907,76.4276
617286,Shettihalli,Channarayapatna,490,176,158.0,0,192,13.0403,76.5233
617422,Shravana,Channarayapatna,814,469,382.1,10,741,12.8649,76.4953
617367,Shravana,Channarayapatna,2,2,2.2,50,70,12.8568,76.4665
617218,Shravaneri,Channarayapatna,314,169,164.1,14,219,12.8747,76.4218
617072,Singenahalli,Channarayapatna,571,124,113.0,1,255,12.9884,76.345
617124,Sivara,Channarayapatna,735,264,224.9,2,489,13.0858,76.3793
617133,Somanahalli,Channarayapatna,132,86,87.6,1,114,13.0759,76.3951
617043,Somanathanahalli,Channarayapatna,306,141,143.4,1,321,12.9298,76.3104
617240,Somlapura,Channarayapatna,116,91,79.5,1,137,12.9449,76.4485
617228,Soppinahalli,Channarayapatna,376,177,115.5,0,226,12.9559,76.4404
617226,Sorekaipura,Channarayapatna,232,138,174.5,0,90,12.9568,76.4229
617347,Sorekalpura,Channarayapatna,309,123,171.9,1,152,12.9283,76.5667
617300,Sosalagere,Channarayapatna,375,167,143.2,0,400,13.0203,76.5233
617386,Sugganahalli,Channarayapatna,73,46,18.0,0,113,12.8293,76.4764
617387,Sugganahalli,Channarayapatna,272,125,84.6,6,181,12.8305,76.4633
617401,Sundahalli,Channarayapatna,946,332,286.2,1,473,12.8719,76.5122
617253,Tagadur,Channarayapatna,276,147,108.6,0,219,13.041,76.4288
617055,Tarabanahalli,Channarayapatna,596,178,174.5,0,360,13.0734,76.3086
617243,Tavarakere,Channarayapatna,186,90,62.3,1,250,12.9622,76.4615
617099,Tejigere,Channarayapatna,221,157,174.6,0,121,12.8736,76.3272
617046,Tenkanahalli,Channarayapatna,85,48,41.9,0,194,12.9566,76.283
617244,Tenkanahalli,Channarayapatna,365,141,146.3,1,190,12.9749,76.4589
617143,Tepalapura,Channarayapatna,158,108,92.8,4,157,13.1523,76.4486
617361,Timmalapara,Channarayapatna,291,160,202.6,14,220,12.9781,76.617
617360,Timmalapara,Channarayapatna,185,90,96.0,30,151,12.9716,76.6213
617181,Timmalapura,Channarayapatna,183,93,60.4,3,165,13.1025,76.4547
617063,Timmalapura,Channarayapatna,321,160,128.2,0,198,12.9992,76.3172
617109,Tippuur,Channarayapatna,264,115,165.8,5,317,13.0511,76.3635
617328,Toti,Channarayapatna,936,322,283.6,22,387,12.9858,76.5568
617344,Tubinakere,Channarayapatna,472,195,168.9,3,262,12.9541,76.6013
617318,Tumakara,Channarayapatna,401,169,196.4,23,281,13.0611,76.5936
617315,Tuppadahalli,Channarayapatna,214,117,119.3,0,155,13.0384,76.5667
617309,Ungargere,Channarayapatna,223,102,170.9,12,299,13.0475,76.5303
617073,Upinahalli,Channarayapatna,237,98,124.4,0,232,12.9656,76.34
617383,Uttenahalli,Channarayapatna,181,98,103.2,71,79,12.8502,76.4727
617364,Vaddarahalli,Channarayapatna,294,148,134.5,0,442,12.8392,76.4406
617202,Vaddarahalli,Channarayapatna,66,49,38.9,100,115,12.9745,76.4013
617067,Vagarahalli,Channarayapatna,217,86,81.3,23,204,12.9649,76.3042
617141,Valagerahalli,Channarayapatna,930,412,410.9,17,635,13.1472,76.4154
617238,Valagere Somanahalli,Channarayapatna,494,180,152.1,0,409,12.9325,76.4434
617056,Varanahalli,Channarayapatna,389,161,193.3,3,261,13.074,76.3196
617057,Varanahalli,Channarayapatna,252,105,112.1,4,238,13.0651,76.3279
617058,Varanahalli,Channarayapatna,142,59,72.7,7,128,13.0585,76.3321
617257,Virupakshipura,Channarayapatna,162,101,70.1,1,284,13.0242,76.4792
617279,Yachanaghatta,Channarayapatna,619,319,330.2,16,459,13.0869,76.4892
617191,Yachenahalli,Channarayapatna,690,288,215.8,0,294,12.8808,76.3847
617212,Yadavanahalli,Channarayapatna,322,141,93.0,32,182,12.8741,76.4114
617342,Yalanahalli,Channarayapatna,60,41,54.3,0,105,12.9753,76.5968
617070,Yeliyur,Channarayapatna,722,252,251.8,12,546,12.9866,76.3336
616007,Bhairapura,Hassan,2,2,1.1,0,284,13.0616,76.2949
616178,Danayakanahalli,Hassan,1,1,0.7,0,208,12.8666,76.1956
616006,Gaudagere,Hassan,2,2,0.9,50,213,13.0636,76.2949
615941,Honnavara,Hassan,1,1,0.9,0,459,13.1346,76.1877
616960,Addenahalli,Hole Narsipur,1,1,0.7,0,550,12.6871,76.1969
616939,Adikekere,Hole Narsipur,8,5,6.3,62,158,12.8115,76.3295
616940,Adikekere,Hole Narsipur,53,44,51.6,75,106,12.8224,76.3433
616899,Aichanahalli,Hole Narsipur,35,28,30.8,14,462,12.7479,76.2299
616922,Aladahalli,Hole Narsipur,25,17,15.9,0,205,12.7632,76.2798
616988,Alagowdanahalli,Hole Narsipur,6,6,7.4,17,296,12.7373,76.2809
616913,Amani Hirekere,Hole Narsipur,4,4,9.1,0,121,12.7816,76.2545
617025,Aneannambadi,Hole Narsipur,144,84,85.9,69,425,12.6391,76.2981
616919,Ankana,Hole Narsipur,11,9,15.3,27,261,12.7412,76.2615
616822,Ankanahalli,Hole Narsipur,50,35,31.2,30,154,12.8906,76.2231
616880,Ankanahalli,Hole Narsipur,2,2,3.0,0,108,12.7998,76.1792
616878,Ankavalli,Hole Narsipur,8,8,9.7,50,281,12.7764,76.171
617008,Annechakkanahalli,Hole Narsipur,8,7,9.0,12,298,12.7232,76.3001
616831,Arekal,Hole Narsipur,4,4,6.8,0,96,12.8807,76.2388
617005,Bachanahalli,Hole Narsipur,1,1,1.7,100,322,12.6964,76.3039
616974,Badakyatanahalli,Hole Narsipur,22,20,17.8,86,314,12.6695,76.2219
616817,Bagival,Hole Narsipur,8,8,9.8,0,365,12.8155,76.2442
616850,Banakuppe,Hole Narsipur,194,128,132.2,98,470,12.8969,76.2573
616889,Bandi,Hole Narsipur,23,20,29.4,39,326,12.7518,76.1881
616955,Bandiganahalli,Hole Narsipur,45,29,21.7,82,49,12.6743,76.1669
