village,taluk,district,lat,lon,coconut_acres
Kabbanahalli,Mandya,Mandya,12.507743,76.943548,2.77
Kachchigere,Mandya,Mandya,12.580769,76.968234,8.58
Kalenahalli,Mandya,Mandya,12.493564,76.822434,43.55
Kambadahalli,Mandya,Mandya,12.732493,76.845441,50.52
Kammanaykanahalli,Mandya,Mandya,12.499527,76.933837,35.92
Kannahatti,Mandya,Mandya,12.595559,76.788479,48.6
Kannali,Mandya,Mandya,12.528572,76.991666,4.57
Karekatte,Mandya,Mandya,12.697602,76.858057,52.45
Keelara,Mandya,Mandya,12.597873,76.943056,27.25
Keragodu,Mandya,Mandya,12.63616,76.91769,572.07
Kiraganduru,Mandya,Mandya,12.513552,76.866052,9.78
Kodagahalli,Mandya,Mandya,12.704542,76.780493,18.63
Kommerahalli,Mandya,Mandya,12.567691,76.906649,21.7
Lalanakere,Mandya,Mandya,12.449678,76.86857,32.22
Lokasara,Mandya,Mandya,12.462853,76.924056,34.2
Machagowdanahalli,Mandya,Mandya,12.735406,76.868558,6.95
Madala,Mandya,Mandya,12.606695,76.813324,11.95
Madaveeranahalli,Mandya,Mandya,12.692033,76.832761,6.97
Mahadevarahalli,Mandya,Mandya,12.577858,76.851023,6.77
Mallanaykanakatte,Mandya,Mandya,12.56834,76.842689,5.72
Mallenahalli,Mandya,Mandya,12.625956,76.744752,35.57
Mangala,Mandya,Mandya,12.468952,76.906522,74.1
Manuganahalli,Mandya,Mandya,12.693869,76.813646,245.27
Maradevanahalli,Mandya,Mandya,12.544556,76.802074,48.18
Maragowdanahalli,Mandya,Mandya,12.650109,76.941478,239.3
Maralakere,Mandya,Mandya,12.664503,76.751022,105.1
Maranahalli,Mandya,Mandya,12.62204,76.824506,89.95
Marashinganahalli,Mandya,Mandya,12.457502,76.944446,6.8
Marnachakanahalli,Mandya,Mandya,12.537127,76.78395,8.93
Mayappanahalli,Mandya,Mandya,12.666546,76.887178,43.4
Modachakanahalli,Mandya,Mandya,12.558429,76.803992,36.67
Mottahalli,Mandya,Mandya,12.461822,76.885039,99.72
Mudaganduru,Mandya,Mandya,12.653661,76.807143,37.58
Muddanaghatta,Mandya,Mandya,12.739499,76.829189,0.93
Muddangere,Mandya,Mandya,12.603947,76.97645,28.4
Muttegere,Mandya,Mandya,12.689535,76.777215,79.45
Nallahalli,Mandya,Mandya,12.621461,76.939093,144.92
Nandihalli,Mandya,Mandya,12.677025,76.802746,202.75
Nanjenahalli,Mandya,Mandya,12.691519,76.758256,113.35
Naragalu,Mandya,Mandya,12.744407,76.83818,36.97
Naraseepuradakoppalu,Mandya,Mandya,12.602967,76.820172,0.75
Naykanahalli,Mandya,Mandya,12.715852,76.764021,17.15
Nodekoppalu,Mandya,Mandya,12.508695,76.77188,41.6
Panakanahalli,Mandya,Mandya,12.536246,76.860352,11.1
Pura,Mandya,Mandya,12.473234,76.933066,55.45
Ragimuddanahalli,Mandya,Mandya,12.486293,76.785072,113.25
Rayashettipura,Mandya,Mandya,12.702399,76.927728,35.73
S Ai Kodihalli,Mandya,Mandya,12.614786,76.89776,42.3
Sampahalli,Mandya,Mandya,12.573881,76.857002,23.15
Santekesalagere,Mandya,Mandya,12.490914,76.8967,21.37
Satanuru,Mandya,Mandya,12.552452,76.911089,32.88
Shambhunahalli,Mandya,Mandya,12.597755,76.851581,1.48
Shivalli,Mandya,Mandya,12.586922,76.827579,4.7
Shivapura,Mandya,Mandya,12.737446,76.891723,31.55
Shivara,Mandya,Mandya,12.642876,76.958273,5.05
Shyanuboganahalli,Mandya,Mandya,12.723444,76.800392,25.92
Sowdenahalli,Mandya,Mandya,12.625328,76.812661,17.12
Sunagahalli,Mandya,Mandya,12.50711,76.956763,15.33
Sundahalli,Mandya,Mandya,12.506155,76.840625,27.97
T Malligere,Mandya,Mandya,12.482729,76.948617,85.28
Taggahalli,Mandya,Mandya,12.490494,76.939122,43.5
Tangalagere,Mandya,Mandya,12.683742,76.891274,46.75
Tavarekere,Mandya,Mandya,12.710393,76.839644,127.75
Timmanahosuru,Mandya,Mandya,12.456886,76.935379,1.3
Tippapura,Mandya,Mandya,12.658045,76.736655,3.0
Tirumalapura,Mandya,Mandya,12.699342,76.824553,3.38
Triyambakapura,Mandya,Mandya,12.705393,76.940524,3.68
Tumbakere,Mandya,Mandya,12.58102,76.958957,15.35
Ummadahalli,Mandya,Mandya,12.563811,76.930057,58.77
Upparakanahalli,Mandya,Mandya,12.645464,76.854918,3.05
Uramarakasalagere,Mandya,Mandya,12.476602,76.806801,337.35
Vaddarahalli,Mandya,Mandya,12.727457,76.810579,130.98
Yarahalli,Mandya,Mandya,12.518608,76.824348,31.5
A Nagattihalli,Nagmangala,Mandya,12.96426,76.665273,797.17
A Shreeramanahalli,Nagmangala,Mandya,12.791048,76.749084,129.6
Abbigere,Nagmangala,Mandya,12.921718,76.810258,33.4
Adakatahalli,Nagmangala,Mandya,12.992141,76.702051,64.15
Adavikatte,Nagmangala,Mandya,12.707217,76.67379,43.05
Addihalli,Nagmangala,Mandya,12.864483,76.647517,92.35
Agachahalli,Nagmangala,Mandya,12.971695,76.714057,216.23
Ambalajeerahalli,Nagmangala,Mandya,12.995707,76.744156,136.08
Anakanahalli,Nagmangala,Mandya,12.88996,76.865578,106.53
Anchebhuvanahalli,Nagmangala,Mandya,12.909062,76.74354,192.1
Anchechittanahalli,Nagmangala,Mandya,12.892438,76.739717,225.38
Ankanahalli,Nagmangala,Mandya,12.88996,76.865578,176.4
Ankushapura,Nagmangala,Mandya,12.873216,76.737645,47.1
Arani,Nagmangala,Mandya,13.009694,76.709657,293.15
Are Alpahalli,Nagmangala,Mandya,12.756821,76.754243,122.92
Arehalli,Nagmangala,Mandya,12.897613,76.725615,78.5
Avverahalli,Nagmangala,Mandya,12.962252,76.644681,104.3
Ayatanahalli,Nagmangala,Mandya,12.765283,76.661026,50.35
B Mallenahalli,Nagmangala,Mandya,12.879513,76.612805,346.82
B Shyanubhoganahalli,Nagmangala,Mandya,12.793254,76.672637,12.05
Bairanahalli,Nagmangala,Mandya,12.896815,76.760801,126.53
Balenahalli,Nagmangala,Mandya,12.73385,76.656078,1.5
Ballavalli,Nagmangala,Mandya,12.921681,76.631032,71.35
Bananahalli,Nagmangala,Mandya,13.002732,76.760107,64.85
Bannadahalli,Nagmangala,Mandya,13.035416,76.712198,114.93
Beechanahalli,Nagmangala,Mandya,12.855672,76.644313,159.08
Begamangala,Nagmangala,Mandya,12.918052,76.760632,135.88
Belluru,Nagmangala,Mandya,12.981808,76.728917,387.57
Bettadahalli,Nagmangala,Mandya,12.912287,76.683611,118.95
Bettadakote,Nagmangala,Mandya,13.004506,76.796374,139.8
Bettadamallenahalli,Nagmangala,Mandya,12.816391,76.724341,104.47
Bheemanahalli,Nagmangala,Mandya,12.781996,76.860992,0.12
Bheereshvara Pura,Nagmangala,Mandya,12.797195,76.774127,75.67
Bhusamudra,Nagmangala,Mandya,12.70074,76.714545,60.52
Bhuvanahalli,Nagmangala,Mandya,12.87292,76.604054,257.77
Bidarakere,Nagmangala,Mandya,12.913684,76.627996,410.5
Bilagunda,Nagmangala,Mandya,12.998262,76.818529,298.1
Bindenahalli,Nagmangala,Mandya,12.766232,76.843024,210.32
Bindiganavile,Nagmangala,Mandya,12.882661,76.633671,247.23
Bitagonahalli,Nagmangala,Mandya,12.926218,76.876038,51.8
Bommanahalli,Nagmangala,Mandya,12.963072,76.741685,32.67
Bommenahalli,Nagmangala,Mandya,12.963072,76.741685,164.8
Brahmadevarahalli,Nagmangala,Mandya,12.749883,76.729531,1.48
Burudegunte,Nagmangala,Mandya,12.75332,76.766312,9.38
Byadagere,Nagmangala,Mandya,12.886621,76.655463,5.35
Byadarahalli,Nagmangala,Mandya,12.901212,76.606047,238.03
Byadarahosahalli,Nagmangala,Mandya,13.007731,76.8061,73.78
Byaladakere,Nagmangala,Mandya,13.023351,76.769446,325.3
Chabbanahalli,Nagmangala,Mandya,13.010683,76.696281,163.25
Chagatahalli,Nagmangala,Mandya,12.746292,76.740206,32.15
Chakenahalli,Nagmangala,Mandya,12.988075,76.691456,209.4
Chamalapura,Nagmangala,Mandya,12.960032,76.714963,36.18
Chandanahalli,Nagmangala,Mandya,13.032742,76.702533,141.58
Channapura,Nagmangala,Mandya,12.967082,76.817617,96.82
Chattenahalli,Nagmangala,Mandya,12.926281,76.610934,315.45
Chikkajataka,Nagmangala,Mandya,12.907314,76.773701,136.58
Chikkayagati,Nagmangala,Mandya,12.744473,76.80625,30.48
Chikkonahalli,Nagmangala,Mandya,12.850713,76.668891,81.7
Chikkonahallipura,Nagmangala,Mandya,12.945895,76.637462,266.67
Cholasandra,Nagmangala,Mandya,12.935127,76.753066,56.45
Cholenahalli,Nagmangala,Mandya,12.77559,76.881027,367.35
Chottakyatanahalli,Nagmangala,Mandya,12.767531,76.715476,32.45
Chowdagonahalli,Nagmangala,Mandya,12.678991,76.70614,5.0
Chowdenahalli,Nagmangala,Mandya,12.850283,76.753945,10.72
Chunchanahalli,Nagmangala,Mandya,13.02468,76.739994,402.97
D Kodihalli,Nagmangala,Mandya,12.944563,76.70335,161.15
Dadaga,Nagmangala,Mandya,12.954877,76.697662,620.68
Dadamudike,Nagmangala,Mandya,12.894824,76.832464,65.65
Danayakanakote,Nagmangala,Mandya,12.801907,76.627557,14.78
Dandebala,Nagmangala,Mandya,12.856582,76.840117,44.43
Dandiganahalli,Nagmangala,Mandya,12.782271,76.814057,35.55
Danjakkanahalli,Nagmangala,Mandya,12.891361,76.85056,159.62
Dasagolapura,Nagmangala,Mandya,12.791482,76.890226,1.0
Devalapura,Nagmangala,Mandya,12.818995,76.860067,18.4
Devaramadahalli,Nagmangala,Mandya,12.847598,76.868099,2.9
Devaramallanaykanahalli,Nagmangala,Mandya,12.83857,76.846678,124.48
Devaramavinakere,Nagmangala,Mandya,12.98938,76.641446,617.82
Devihalli,Nagmangala,Mandya,12.968528,76.699591,72.03
Doddabala,Nagmangala,Mandya,12.862708,76.664107,354.08
Doddachikkanahalli,Nagmangala,Mandya,12.901746,76.855775,36.02
Doddaghatta,Nagmangala,Mandya,12.950415,76.733115,154.02
Doddaguni,Nagmangala,Mandya,12.939544,76.843169,101.17
Doddajakkanahalli,Nagmangala,Mandya,12.891361,76.85056,12.35
Doddajataka,Nagmangala,Mandya,12.930287,76.780001,355.1
Doddayagati,Nagmangala,Mandya,12.748083,76.790351,44.18
Doddenahalli,Nagmangala,Mandya,12.944978,76.82228,353.07
Dodduppala,Nagmangala,Mandya,12.86296,76.884049,41.28
Dondemadahalli,Nagmangala,Mandya,12.830453,76.816543,136.75
Dummasandra,Nagmangala,Mandya,12.929551,76.803941,96.68
Dyamasandra,Nagmangala,Mandya,12.979584,76.69662,58.75
Em Kodihalli,Nagmangala,Mandya,13.026768,76.679795,116.15
G Bommanahalli,Nagmangala,Mandya,12.753561,76.891351,2.1
G Channapura,Nagmangala,Mandya,12.967082,76.817617,62.98
G Nagatihalli,Nagmangala,Mandya,13.006349,76.776612,112.87
Gaddebuvanahalli,Nagmangala,Mandya,12.816372,76.783109,41.8
Ganasandra,Nagmangala,Mandya,12.996153,76.776154,143.12
Ganganahalli,Nagmangala,Mandya,12.739413,76.691005,6.82
Gangarahalli,Nagmangala,Mandya,12.846586,76.682516,143.48
Gangasamudra,Nagmangala,Mandya,12.782896,76.691206,72.92
Gangavadi,Nagmangala,Mandya,12.689303,76.738053,31.38
Garudanahalli,Nagmangala,Mandya,12.89115,76.603658,35.0
Gejjehosahalli,Nagmangala,Mandya,12.751519,76.68029,8.03
Gidavinahosahalli,Nagmangala,Mandya,12.778799,76.617102,399.0
Gollarahalli,Nagmangala,Mandya,12.782896,76.701002,25.98
Gondenahalli,Nagmangala,Mandya,12.936209,76.676389,167.43
Gondihalli,Nagmangala,Mandya,12.980952,76.845037,56.0
Gotakahalli,Nagmangala,Mandya,12.683783,76.681152,2.22
Govindaghatta,Nagmangala,Mandya,12.957918,76.72401,91.1
Gowdarahalli,Nagmangala,Mandya,12.964902,76.784571,169.57
Gowdarahallibe,Nagmangala,Mandya,12.964902,76.784571,15.13
Guddenahalli,Nagmangala,Mandya,12.724018,76.708559,6.2
Gudehosahalli,Nagmangala,Mandya,12.669406,76.702345,0.3
Gulakayi Hosahalli,Nagmangala,Mandya,12.908676,76.644623,116.27
Gundakallu Hosuru,Nagmangala,Mandya,12.827388,76.795172,25.77
Gunjenahalli,Nagmangala,Mandya,12.874427,76.591967,98.8
H Bommanahalli,Nagmangala,Mandya,12.860094,76.828789,57.28
H Kodihalli,Nagmangala,Mandya,12.839165,76.642563,35.2
H Kyatanahalli,Nagmangala,Mandya,12.865848,76.58561,216.48
H N Kaval,Nagmangala,Mandya,12.804976,76.830622,36.82
Hadangere,Nagmangala,Mandya,12.843487,76.883155,75.85
Hadenahalli,Nagmangala,Mandya,12.943395,76.647133,276.88
Halalu,Nagmangala,Mandya,12.957596,76.789933,126.77
Halladahosahalli,Nagmangala,Mandya,12.935519,76.70391,252.12
Halti,Nagmangala,Mandya,12.874437,76.77715,62.78
Hampapura,Nagmangala,Mandya,12.943255,76.780788,63.12
Handenahalli,Nagmangala,Mandya,12.789603,76.681452,105.05
Hanumanahalli,Nagmangala,Mandya,12.824523,76.595784,54.57
Haradanahalli,Nagmangala,Mandya,12.869728,76.82953,33.6
Haralahalli,Nagmangala,Mandya,12.926872,76.652685,217.08
Hatna,Nagmangala,Mandya,12.98453,76.825477,55.25
Heraganahalli,Nagmangala,Mandya,12.987914,76.659112,324.27
Hettagonahalli,Nagmangala,Mandya,12.732493,76.757686,159.43
Hiduva,Nagmangala,Mandya,12.870016,76.860735,3.7
Hindasahalli,Nagmangala,Mandya,12.725547,76.619896,71.62
Honakere,Nagmangala,Mandya,12.713274,76.701765,7.17
Honakerekaval,Nagmangala,Mandya,12.711276,76.70754,1.25
Honnadevihalli,Nagmangala,Mandya,12.959562,76.61683,148.05
Honnavara,Nagmangala,Mandya,12.857428,76.5968,372.8
Honnebettada Hosuru,Nagmangala,Mandya,12.781076,76.737481,38.23
Honnenahalli,Nagmangala,Mandya,12.837146,76.652694,511.15
Honnudikehalli,Nagmangala,Mandya,12.909688,76.729337,54.78
Hosahalli,Nagmangala,Mandya,12.763828,76.864776,152.27
Hosakote,Nagmangala,Mandya,12.848196,76.608399,27.58
Hosuru,Nagmangala,Mandya,12.877714,76.660172,31.45
Hulikere,Nagmangala,Mandya,12.891678,76.719038,102.75
Hullekere,Nagmangala,Mandya,12.807839,76.77889,3.38
Hullenahalli,Nagmangala,Mandya,12.763926,76.822223,143.45
Huraliganganahalli,Nagmangala,Mandya,12.730609,76.735592,83.03
Huvinahalli,Nagmangala,Mandya,12.862005,76.704268,159.58
Ijjalaghatta,Nagmangala,Mandya,12.758956,76.712776,332.92
Irubanahalli,Nagmangala,Mandya,12.97643,76.793868,95.8
Irukanaghatta,Nagmangala,Mandya,12.839176,76.626964,63.28
Javaranahalli,Nagmangala,Mandya,12.969704,76.725866,99.15
Jinnenahalli,Nagmangala,Mandya,12.858094,76.625718,69.3
Jodichikkanahalli,Nagmangala,Mandya,12.845084,76.826381,89.82
Jodineralekere,Nagmangala,Mandya,12.782689,76.771682,220.53
Jogipura,Nagmangala,Mandya,12.993352,76.669107,118.85
Juttanahalli,Nagmangala,Mandya,12.780801,76.723282,102.62
K Hosahalli,Nagmangala,Mandya,12.763828,76.864776,126.05
K Mallenahalli,Nagmangala,Mandya,12.843788,76.593252,164.43
Kabbinakere,Nagmangala,Mandya,12.937205,76.739574,168.05
Kachenahalli,Nagmangala,Mandya,12.875713,76.756029,71.0
Kadabahalli,Nagmangala,Mandya,12.96732,76.632394,671.95
Kadagere,Nagmangala,Mandya,12.89227,76.655969,72.12
Kadumanchenahalli,Nagmangala,Mandya,12.94394,76.793142,114.95
Kagehosuru,Nagmangala,Mandya,12.851943,76.617055,7.98
Kalenahalli,Nagmangala,Mandya,12.767167,76.677747,1.67
Kalinganahalli,Nagmangala,Mandya,12.962629,76.830143,274.52
Kallenahalli,Nagmangala,Mandya,12.753181,76.638937,3.62
Kalligundi,Nagmangala,Mandya,12.767309,76.634808,95.58
Kalludevanahalli,Nagmangala,Mandya,12.76993,76.760361,488.75
Kallukombari,Nagmangala,Mandya,12.834376,76.718963,85.9
Kamadihalli,Nagmangala,Mandya,12.935178,76.685457,233.8
Kambadahalli,Nagmangala,Mandya,12.861267,76.635662,168.13
Kanagonahalli,Nagmangala,Mandya,12.734345,76.66796,47.08
Kanchahalli,Nagmangala,Mandya,12.85926,76.849018,136.02
Kanchanahalli,Nagmangala,Mandya,12.85926,76.849018,282.52
Kanchinakote,Nagmangala,Mandya,12.963285,76.776478,140.5
Kannaghatta,Nagmangala,Mandya,12.965694,76.709108,26.57
Kannanakerekaval,Nagmangala,Mandya,12.848508,76.776636,5.22
Kannenahalli,Nagmangala,Mandya,12.931026,76.718076,205.55
Karadahalli,Nagmangala,Mandya,12.77255,76.793248,295.75
Karagere,Nagmangala,Mandya,12.91212,76.806625,110.93
Karijeerahalli,Nagmangala,Mandya,12.977801,76.759488,89.08
Karikyatanahalli,Nagmangala,Mandya,12.760593,76.666411,10.3
Kasalagere,Nagmangala,Mandya,12.803036,76.867761,15.25
Kasuvinahalli,Nagmangala,Mandya,12.830452,76.779101,89.8
Katakahalli,Nagmangala,Mandya,12.816252,76.614307,21.55
Kavadihalli,Nagmangala,Mandya,12.713358,76.717633,3.15
Kavalagundi,Nagmangala,Mandya,12.935087,76.835206,43.95
Kelagere,Nagmangala,Mandya,12.917328,76.712653,232.4
Kenchagonahalli,Nagmangala,Mandya,12.875347,76.67241,16.85
Kendanahalli,Nagmangala,Mandya,12.873807,76.794074,99.63
Kharadya,Nagmangala,Mandya,12.675008,76.689377,13.45
Kochahalli,Nagmangala,Mandya,12.928462,76.667121,263.9
Kochahalli Kaval,Nagmangala,Mandya,12.945663,76.675765,131.07
Kodagahalli,Nagmangala,Mandya,12.899091,76.796257,114.1
Kodihalli,Nagmangala,Mandya,12.875545,76.842379,18.85
Konanuru,Nagmangala,Mandya,12.767019,76.730473,226.3
Koppa,Nagmangala,Mandya,12.697968,76.732889,21.35
Koravanagundi,Nagmangala,Mandya,12.735607,76.604652,101.85
Kotebetta,Nagmangala,Mandya,12.852814,76.802457,70.63
Krushnapura,Nagmangala,Mandya,12.901353,76.782398,2.9
Kuppe,Nagmangala,Mandya,12.920013,76.792789,46.08
Kurudikere,Nagmangala,Mandya,12.90478,76.662172,122.98
Lalanakere,Nagmangala,Mandya,12.93851,76.624858,780.88
Lingammanahalli,Nagmangala,Mandya,12.738761,76.811462,2.08
Machalaghatta,Nagmangala,Mandya,12.686999,76.709068,16.12
Machanaykanahalli,Nagmangala,Mandya,12.838028,76.606576,271.48
Madahalli Kaval,Nagmangala,Mandya,12.76287,76.771759,0.5
Madihalli,Nagmangala,Mandya,12.861666,76.617921,38.05
Mailanahalli,Nagmangala,Mandya,13.007724,76.672186,128.2
Mallarajapura,Nagmangala,Mandya,12.882824,76.707819,136.53
Mallasandra,Nagmangala,Mandya,12.797417,76.667422,114.67
Mallasandrakaval,Nagmangala,Mandya,12.913996,76.829961,13.2
Mallegowdanahalli,Nagmangala,Mandya,12.717806,76.729049,41.43
Mallekoppalu,Nagmangala,Mandya,12.879712,76.863101,45.1
Mallinathapura,Nagmangala,Mandya,12.800539,76.878467,4.85
Manchenahalli,Nagmangala,Mandya,12.849707,76.657884,563.2
Maniyuru,Nagmangala,Mandya,13.011953,76.6631,224.57
Mannahalli,Nagmangala,Mandya,12.747626,76.759636,266.9
Mantanahalli,Nagmangala,Mandya,12.978629,76.707976,96.13
Maradevanahalli,Nagmangala,Mandya,12.950415,76.71893,190.5
Maradipura,Nagmangala,Mandya,12.748581,76.721952,38.57
Maranaykanahalli,Nagmangala,Mandya,12.777268,76.636476,5.58
Masagonahalli,Nagmangala,Mandya,12.813932,76.646992,96.53
Matadabhunahalli,Nagmangala,Mandya,12.800107,76.642422,36.97
Mayigonahalli,Nagmangala,Mandya,12.866731,76.692759,59.33
Mellahalli,Nagmangala,Mandya,12.939499,76.721825,334.27
Metimellihalli,Nagmangala,Mandya,12.946847,76.656539,235.78
Mollenahalli,Nagmangala,Mandya,12.898698,76.650992,13.92
Muddanahalli,Nagmangala,Mandya,12.793875,76.641063,27.77
Muddenahatti,Nagmangala,Mandya,12.764128,76.900768,22.75
Mudigere,Nagmangala,Mandya,13.00881,76.725864,165.28
Mugutigundi,Nagmangala,Mandya,12.92689,76.888076,3.0
Mulakatte,Nagmangala,Mandya,12.852969,76.739591,65.38
Nagalapura,Nagmangala,Mandya,12.988986,76.725259,119.88
Nagamangala,Nagmangala,Mandya,12.822468,76.768008,225.47
Nalkundi,Nagmangala,Mandya,12.85603,76.816349,132.83
Naragalu,Nagmangala,Mandya,12.869635,76.683702,102.83
Naraganahalli,Nagmangala,Mandya,12.896121,76.708422,110.83
Naragonahalli,Nagmangala,Mandya,12.896121,76.708422,176.12
Neelakantanahalli,Nagmangala,Mandya,12.892457,76.690638,176.3
Nelligere,Nagmangala,Mandya,12.95307,76.759054,89.52
P  Neralekere,Nagmangala,Mandya,12.824416,76.672089,541.9
P Mallenahalli,Nagmangala,Mandya,12.898698,76.650992,167.5
Palagrahara,Nagmangala,Mandya,12.839417,76.781483,178.7
Pura,Nagmangala,Mandya,12.785529,76.660089,12.75
Ramachandragrahara,Nagmangala,Mandya,12.875318,76.648838,272.13
Ramadevanahalli,Nagmangala,Mandya,12.919954,76.743147,45.75
Ramenahalli,Nagmangala,Mandya,12.862119,76.859014,5.43
S  Channapura,Nagmangala,Mandya,12.798743,76.654181,20.32
S Mutsandra,Nagmangala,Mandya,12.876091,76.827214,139.58
Samakahalli,Nagmangala,Mandya,12.734238,76.720362,273.17
Sampanahalli,Nagmangala,Mandya,12.780193,76.895924,25.95
Sanaba,Nagmangala,Mandya,12.972344,76.685989,180.17
Sankanahalli,Nagmangala,Mandya,12.797569,76.7246,131.83
Sannenahalli,Nagmangala,Mandya,12.770317,76.610569,28.3
Satenahalli,Nagmangala,Mandya,12.818371,76.633324,258.63
Seegehalli,Nagmangala,Mandya,12.935464,76.764926,60.85
Sheegehosuru,Nagmangala,Mandya,12.761936,76.624863,19.77
Shettahalli,Nagmangala,Mandya,12.808777,76.898408,160.4
Shikharanahalli,Nagmangala,Mandya,13.001828,76.640207,289.45
Shivanahalli,Nagmangala,Mandya,12.845437,76.695878,178.62
Shreeraghuramapura,Nagmangala,Mandya,12.694164,76.687226,67.05
Shuranahalli,Nagmangala,Mandya,12.947998,76.740312,80.8
Siddapura,Nagmangala,Mandya,13.044427,76.676576,276.32
Somanahalli,Nagmangala,Mandya,12.746409,76.874525,1.1
Sunaganahalli,Nagmangala,Mandya,12.763258,76.880692,18.95
Tattahalli,Nagmangala,Mandya,12.809683,76.807442,286.4
Tattekere,Nagmangala,Mandya,12.770153,76.657931,17.48
Tavarekere,Nagmangala,Mandya,12.968309,76.750214,267.9
Tenginabaga,Nagmangala,Mandya,12.719117,76.748939,31.67
Tibbanahalli,Nagmangala,Mandya,12.810604,76.88617,5.15
Tigalanahalli,Nagmangala,Mandya,12.999286,76.701869,166.0
Tiruganahalli,Nagmangala,Mandya,12.754594,76.617023,113.73
Tirumalapura,Nagmangala,Mandya,12.965209,76.797492,5.0
Tittanahosahalli,Nagmangala,Mandya,12.952865,76.677934,218.62
Tolali,Nagmangala,Mandya,12.854655,76.758461,151.68
Tolasikombri,Nagmangala,Mandya,12.913765,76.851191,92.08
Tondahalli,Nagmangala,Mandya,12.998925,76.656832,360.42
Tore Mallanayakanahalli,Nagmangala,Mandya,12.882261,76.881669,34.25
Toremavinakere,Nagmangala,Mandya,12.949733,76.770436,145.0
Tuppadamadu,Nagmangala,Mandya,12.851645,76.721021,79.03
Turubanahalli,Nagmangala,Mandya,12.910476,76.609712,239.57
Tyapenahalli,Nagmangala,Mandya,12.875825,76.723639,32.87
Upparahalli,Nagmangala,Mandya,12.844455,76.751808,131.93
Uyyanahalli,Nagmangala,Mandya,12.749484,76.67206,23.52
Vaddarahalli,Nagmangala,Mandya,12.734081,76.699999,76.0
Vaderahalli,Nagmangala,Mandya,12.946069,76.80939,188.48
Vaderapura,Nagmangala,Mandya,12.926406,76.746866,51.67
Valagerepura,Nagmangala,Mandya,12.924281,76.772871,108.58
Varahasandra,Nagmangala,Mandya,12.973812,76.696239,102.52
Veerasandra,Nagmangala,Mandya,12.887747,76.77711,91.4
Yadavanahalli,Nagmangala,Mandya,12.920537,76.860733,10.3
Yagatahalli,Nagmangala,Mandya,12.886265,76.792673,48.55
Yalachikere,Nagmangala,Mandya,13.007287,76.742812,187.32
Yaladahalli,Nagmangala,Mandya,12.951026,76.748548,127.73
Achchappanakoppalu,Srirangapatna,Mandya,12.448351,76.674778,60.53
Agrahara,Srirangapatna,Mandya,12.43359,76.672638,9.57
Aladahalli,Srirangapatna,Mandya,12.463986,76.856723,4.78
Alagudu,Srirangapatna,Mandya,12.456821,76.8075,90.87
Alagudukaval Be,Srirangapatna,Mandya,12.461385,76.802473,5.48
Allapattana,Srirangapatna,Mandya,12.422634,76.746353,27.5
Anagalli,Srirangapatna,Mandya,12.368838,76.607805,40.2
Arakere,Srirangapatna,Mandya,12.393784,76.803404,194.9
Avverahalli Be,Srirangapatna,Mandya,12.387983,76.575993,18.27
B Agrahara,Srirangapatna,Mandya,12.43359,76.672638,23.9
Balamuribe,Srirangapatna,Mandya,12.408587,76.59872,0.2
Ballekere,Srirangapatna,Mandya,12.413164,76.842391,155.43
Ballenahalli,Srirangapatna,Mandya,12.461687,76.714013,2.17
Bannahalli,Srirangapatna,Mandya,12.434699,76.855061,42.37
Bastipura,Srirangapatna,Mandya,12.375595,76.578027,4.5
Beechanakuppe,Srirangapatna,Mandya,12.391105,76.562428,4.35
Belagola,Srirangapatna,Mandya,12.399487,76.617096,112.88
Belavadi,Srirangapatna,Mandya,12.367453,76.70098,138.65
Bettahalli,Srirangapatna,Mandya,12.423976,76.851143,5.75
Bontagahalli,Srirangapatna,Mandya,12.310444,76.754204,11.08
Brahmapurabe,Srirangapatna,Mandya,12.394849,76.673677,28.88
Chandagalu,Srirangapatna,Mandya,12.389701,76.702241,101.8
Chandagirikoppalu,Srirangapatna,Mandya,12.47288,76.715558,2.75
Channahalli,Srirangapatna,Mandya,12.366913,76.775194,17.72
Channanakere,Srirangapatna,Mandya,12.455716,76.784652,3.73
Chikkaharohalli,Srirangapatna,Mandya,12.43251,76.838962,14.1
Chikkankanahalli,Srirangapatna,Mandya,12.330526,76.747183,10.55
Chinnaykanahalli,Srirangapatna,Mandya,12.418746,76.722726,12.72
Chinnenahalli,Srirangapatna,Mandya,12.474713,76.732028,85.62
Chottanahalli,Srirangapatna,Mandya,12.476857,76.824632,85.85
Dammanahallibe,Srirangapatna,Mandya,12.442829,76.819019,30.75
Darasaguppe,Srirangapatna,Mandya,12.456739,76.69218,20.02
Doddaharohalli,Srirangapatna,Mandya,12.444235,76.842959,9.65
Doddankanahalli Be,Srirangapatna,Mandya,12.345586,76.7533,36.95
Doddegowdanakoppalu,Srirangapatna,Mandya,12.437385,76.662612,21.35
Em Shettahalli,Srirangapatna,Mandya,12.451511,76.729537,42.7
Gamanahalli,Srirangapatna,Mandya,12.428681,76.884678,146.53
Garakahalli,Srirangapatna,Mandya,12.428864,76.826308,45.47
Gendehosahalli,Srirangapatna,Mandya,12.375333,76.807472,59.27
Gobbaragala,Srirangapatna,Mandya,12.42168,76.802814,1.65
Gowdahalli,Srirangapatna,Mandya,12.456693,76.757993,23.5
Hampapura,Srirangapatna,Mandya,12.351714,76.730045,39.6
Hangarahalli,Srirangapatna,Mandya,12.416741,76.778773,8.67
